totim,time_step,stress_period,name,ZONE_1
2739.0,0,90,TO_DRAINS,185844.8
2739.0,0,90,TO_RECHARGE,0.0
2739.0,0,90,TO_ZONE_0,0.0
2739.0,0,90,TO_ZONE_1,0.0
2739.0,0,90,TOTAL_OUT,188463.38
2739.0,0,90,IN-OUT,299078.12
2739.0,0,90,PERCENT_DISCREPANCY,88.48402
2770.0,0,91,FROM_STORAGE,83292.68
2770.0,0,91,FROM_CONSTANT_HEAD,29014.883
2770.0,0,91,FROM_DRAINS,0.0
2770.0,0,91,FROM_RECHARGE,373348.9
2770.0,0,91,FROM_ZONE_0,0.0
2770.0,0,91,FROM_ZONE_1,0.0
2770.0,0,91,TOTAL_IN,485656.47
2770.0,0,91,TO_STORAGE,2096.5232
2770.0,0,91,TO_CONSTANT_HEAD,0.0
2770.0,0,91,TO_DRAINS,184481.88
2770.0,0,91,TO_RECHARGE,0.0
2770.0,0,91,TO_ZONE_0,0.0
2770.0,0,91,TO_ZONE_1,0.0
2770.0,0,91,TOTAL_OUT,186578.39
2770.0,0,91,IN-OUT,299078.06
2770.0,0,91,PERCENT_DISCREPANCY,88.980225
2801.0,0,92,FROM_STORAGE,81739.63
2801.0,0,92,FROM_CONSTANT_HEAD,29048.773
2801.0,0,92,FROM_DRAINS,0.0
2801.0,0,92,FROM_RECHARGE,373348.9
2801.0,0,92,FROM_ZONE_0,0.0
2801.0,0,92,FROM_ZONE_1,0.0
2801.0,0,92,TOTAL_IN,484137.3
2801.0,0,92,TO_STORAGE,1792.1967
2801.0,0,92,TO_CONSTANT_HEAD,0.0
2801.0,0,92,TO_DRAINS,183266.95
2801.0,0,92,TO_RECHARGE,0.0
2801.0,0,92,TO_ZONE_0,0.0
2801.0,0,92,TO_ZONE_1,0.0
2801.0,0,92,TOTAL_OUT,185059.16
2801.0,0,92,IN-OUT,299078.16
2801.0,0,92,PERCENT_DISCREPANCY,89.384254
2831.0,0,93,FROM_STORAGE,80440.6
2831.0,0,93,FROM_CONSTANT_HEAD,29078.352
2831.0,0,93,FROM_DRAINS,0.0
2831.0,0,93,FROM_RECHARGE,373348.9
2831.0,0,93,FROM_ZONE_0,0.0
2831.0,0,93,FROM_ZONE_1,0.0
2831.0,0,93,TOTAL_IN,482867.88
2831.0,0,93,TO_STORAGE,1555.134
2831.0,0,93,TO_CONSTANT_HEAD,0.0
2831.0,0,93,TO_DRAINS,182234.61
2831.0,0,93,TO_RECHARGE,0.0
2831.0,0,93,TO_ZONE_0,0.0
2831.0,0,93,TO_ZONE_1,0.0
2831.0,0,93,TOTAL_OUT,183789.75
2831.0,0,93,IN-OUT,299078.12
2831.0,0,93,PERCENT_DISCREPANCY,89.724655
2862.0,0,94,FROM_STORAGE,79250.86
2862.0,0,94,FROM_CONSTANT_HEAD,29106.162
2862.0,0,94,FROM_DRAINS,0.0
2862.0,0,94,FROM_RECHARGE,373348.9
2862.0,0,94,FROM_ZONE_0,0.0
2862.0,0,94,FROM_ZONE_1,0.0
2862.0,0,94,TOTAL_IN,481705.94
2862.0,0,94,TO_STORAGE,1356.9652
2862.0,0,94,TO_CONSTANT_HEAD,0.0
2862.0,0,94,TO_DRAINS,181270.84
2862.0,0,94,TO_RECHARGE,0.0
2862.0,0,94,TO_ZONE_0,0.0
2862.0,0,94,TO_ZONE_1,0.0
2862.0,0,94,TOTAL_OUT,182627.81
2862.0,0,94,IN-OUT,299078.12
2862.0,0,94,PERCENT_DISCREPANCY,90.03851
2892.0,0,95,FROM_STORAGE,78195.305
2892.0,0,95,FROM_CONSTANT_HEAD,29130.88
2892.0,0,95,FROM_DRAINS,0.0
2892.0,0,95,FROM_RECHARGE,373348.9
2892.0,0,95,FROM_ZONE_0,0.0
2892.0,0,95,FROM_ZONE_1,0.0
2892.0,0,95,TOTAL_IN,480675.1
2892.0,0,95,TO_STORAGE,1200.0029
2892.0,0,95,TO_CONSTANT_HEAD,0.0
2892.0,0,95,TO_DRAINS,180397.03
2892.0,0,95,TO_RECHARGE,0.0
2892.0,0,95,TO_ZONE_0,0.0
2892.0,0,95,TO_ZONE_1,0.0
2892.0,0,95,TOTAL_OUT,181597.03
2892.0,0,95,IN-OUT,299078.06
2892.0,0,95,PERCENT_DISCREPANCY,90.31878
2923.0,0,96,FROM_STORAGE,77195.96
2923.0,0,96,FROM_CONSTANT_HEAD,29154.371
2923.0,0,96,FROM_DRAINS,0.0
2923.0,0,96,FROM_RECHARGE,373348.9
2923.0,0,96,FROM_ZONE_0,0.0
2923.0,0,96,FROM_ZONE_1,0.0
2923.0,0,96,TOTAL_IN,479699.25
2923.0,0,96,TO_STORAGE,1067.5596
2923.0,0,96,TO_CONSTANT_HEAD,0.0
2923.0,0,96,TO_DRAINS,179553.56
2923.0,0,96,TO_RECHARGE,0.0
2923.0,0,96,TO_ZONE_0,0.0
2923.0,0,96,TO_ZONE_1,0.0
2923.0,0,96,TOTAL_OUT,180621.12
2923.0,0,96,IN-OUT,299078.12
2923.0,0,96,PERCENT_DISCREPANCY,90.58576
2954.0,0,97,FROM_STORAGE,145101.0
2954.0,0,97,FROM_CONSTANT_HEAD,28948.02
2954.0,0,97,FROM_DRAINS,0.0
2954.0,0,97,FROM_RECHARGE,414072.56
2954.0,0,97,FROM_ZONE_0,0.0
2954.0,0,97,FROM_ZONE_1,0.0
2954.0,0,97,TOTAL_IN,588121.56
2954.0,0,97,TO_STORAGE,5184.207
2954.0,0,97,TO_CONSTANT_HEAD,0.0
2954.0,0,97,TO_DRAINS,174889.52
2954.0,0,97,TO_RECHARGE,0.0
2954.0,0,97,TO_ZONE_0,0.0
2954.0,0,97,TO_ZONE_1,0.0
2954.0,0,97,TOTAL_OUT,180073.72
2954.0,0,97,IN-OUT,408047.84
2954.0,0,97,PERCENT_DISCREPANCY,106.23545
2982.0,0,98,FROM_STORAGE,140336.16
2982.0,0,98,FROM_CONSTANT_HEAD,28861.055
2982.0,0,98,FROM_DRAINS,0.0
2982.0,0,98,FROM_RECHARGE,414072.56
2982.0,0,98,FROM_ZONE_0,0.0
2982.0,0,98,FROM_ZONE_1,0.0
2982.0,0,98,TOTAL_IN,583269.75
2982.0,0,98,TO_STORAGE,3056.8975
2982.0,0,98,TO_CONSTANT_HEAD,0.0
2982.0,0,98,TO_DRAINS,172220.66
2982.0,0,98,TO_RECHARGE,0.0
2982.0,0,98,TO_ZONE_0,0.0
2982.0,0,98,TO_ZONE_1,0.0
2982.0,0,98,TOTAL_OUT,175277.55
2982.0,0,98,IN-OUT,407992.2
2982.0,0,98,PERCENT_DISCREPANCY,107.57198
3013.0,0,99,FROM_STORAGE,137715.05
3013.0,0,99,FROM_CONSTANT_HEAD,28809.684
3013.0,0,99,FROM_DRAINS,0.0
3013.0,0,99,FROM_RECHARGE,414072.56
3013.0,0,99,FROM_ZONE_0,0.0
3013.0,0,99,FROM_ZONE_1,0.0
3013.0,0,99,TOTAL_IN,580597.3
3013.0,0,99,TO_STORAGE,2495.9578
3013.0,0,99,TO_CONSTANT_HEAD,0.0
3013.0,0,99,TO_DRAINS,170206.08
3013.0,0,99,TO_RECHARGE,0.0
3013.0,0,99,TO_ZONE_0,0.0
3013.0,0,99,TO_ZONE_1,0.0
3013.0,0,99,TOTAL_OUT,172702.03
3013.0,0,99,IN-OUT,407895.28
3013.0,0,99,PERCENT_DISCREPANCY,108.29566
3043.0,0,100,FROM_STORAGE,135937.34
3043.0,0,100,FROM_CONSTANT_HEAD,28779.656
3043.0,0,100,FROM_DRAINS,0.0
3043.0,0,100,FROM_RECHARGE,414072.56
3043.0,0,100,FROM_ZONE_0,0.0
3043.0,0,100,FROM_ZONE_1,0.0
3043.0,0,100,TOTAL_IN,578789.56
3043.0,0,100,TO_STORAGE,2159.2734
3043.0,0,100,TO_CONSTANT_HEAD,0.0
3043.0,0,100,TO_DRAINS,168794.06
3043.0,0,100,TO_RECHARGE,0.0
3043.0,0,100,TO_ZONE_0,0.0
3043.0,0,100,TO_ZONE_1,0.0
3043.0,0,100,TOTAL_OUT,170953.34
3043.0,0,100,IN-OUT,407836.22
3043.0,0,100,PERCENT_DISCREPANCY,108.79362
3074.0,0,101,FROM_STORAGE,134505.34
3074.0,0,101,FROM_CONSTANT_HEAD,28759.262
3074.0,0,101,FROM_DRAINS,0.0
3074.0,0,101,FROM_RECHARGE,414072.56
3074.0,0,101,FROM_ZONE_0,0.0
3074.0,0,101,FROM_ZONE_1,0.0
3074.0,0,101,TOTAL_IN,577337.2
3074.0,0,101,TO_STORAGE,1897.2991
3074.0,0,101,TO_CONSTANT_HEAD,0.0
3074.0,0,101,TO_DRAINS,167634.95
3074.0,0,101,TO_RECHARGE,0.0
3074.0,0,101,TO_ZONE_0,0.0
3074.0,0,101,TO_ZONE_1,0.0
3074.0,0,101,TOTAL_OUT,169532.25
3074.0,0,101,IN-OUT,407804.94
3074.0,0,101,PERCENT_DISCREPANCY,109.203804
3104.0,0,102,FROM_STORAGE,133324.64
3104.0,0,102,FROM_CONSTANT_HEAD,28744.95
3104.0,0,102,FROM_DRAINS,0.0
3104.0,0,102,FROM_RECHARGE,414072.56
3104.0,0,102,FROM_ZONE_0,0.0
3104.0,0,102,FROM_ZONE_1,0.0
3104.0,0,102,TOTAL_IN,576142.1
3104.0,0,102,TO_STORAGE,1692.871
3104.0,0,102,TO_CONSTANT_HEAD,0.0
3104.0,0,102,TO_DRAINS,166660.3
3104.0,0,102,TO_RECHARGE,0.0
3104.0,0,102,TO_ZONE_0,0.0
3104.0,0,102,TO_ZONE_1,0.0
3104.0,0,102,TOTAL_OUT,168353.17
3104.0,0,102,IN-OUT,407788.94
3104.0,0,102,PERCENT_DISCREPANCY,109.547745
3135.0,0,103,FROM_STORAGE,132250.0
3135.0,0,103,FROM_CONSTANT_HEAD,28733.438
3135.0,0,103,FROM_DRAINS,0.0
3135.0,0,103,FROM_RECHARGE,414072.56
3135.0,0,103,FROM_ZONE_0,0.0
3135.0,0,103,FROM_ZONE_1,0.0
3135.0,0,103,TOTAL_IN,575056.0
3135.0,0,103,TO_STORAGE,1514.2502
3135.0,0,103,TO_CONSTANT_HEAD,0.0
3135.0,0,103,TO_DRAINS,165762.06
3135.0,0,103,TO_RECHARGE,0.0
3135.0,0,103,TO_ZONE_0,0.0
3135.0,0,103,TO_ZONE_1,0.0
3135.0,0,103,TOTAL_OUT,167276.31
3135.0,0,103,IN-OUT,407779.7
3135.0,0,103,PERCENT_DISCREPANCY,109.864456
3166.0,0,104,FROM_STORAGE,131291.05
3166.0,0,104,FROM_CONSTANT_HEAD,28723.92
3166.0,0,104,FROM_DRAINS,0.0
3166.0,0,104,FROM_RECHARGE,414072.56
3166.0,0,104,FROM_ZONE_0,0.0
3166.0,0,104,FROM_ZONE_1,0.0
3166.0,0,104,TOTAL_IN,574087.5
3166.0,0,104,TO_STORAGE,1359.1912
3166.0,0,104,TO_CONSTANT_HEAD,0.0
3166.0,0,104,TO_DRAINS,164954.6
3166.0,0,104,TO_RECHARGE,0.0
3166.0,0,104,TO_ZONE_0,0.0
3166.0,0,104,TO_ZONE_1,0.0
3166.0,0,104,TOTAL_OUT,166313.78
3166.0,0,104,IN-OUT,407773.72
3166.0,0,104,PERCENT_DISCREPANCY,110.14938
3196.0,0,105,FROM_STORAGE,130447.0
3196.0,0,105,FROM_CONSTANT_HEAD,28715.947
3196.0,0,105,FROM_DRAINS,0.0
3196.0,0,105,FROM_RECHARGE,414072.56
3196.0,0,105,FROM_ZONE_0,0.0
3196.0,0,105,FROM_ZONE_1,0.0
3196.0,0,105,TOTAL_IN,573235.5
3196.0,0,105,TO_STORAGE,1228.1406
3196.0,0,105,TO_CONSTANT_HEAD,0.0
3196.0,0,105,TO_DRAINS,164237.94
3196.0,0,105,TO_RECHARGE,0.0
3196.0,0,105,TO_ZONE_0,0.0
3196.0,0,105,TO_ZONE_1,0.0
3196.0,0,105,TOTAL_OUT,165466.08
3196.0,0,105,IN-OUT,407769.44
3196.0,0,105,PERCENT_DISCREPANCY,110.40167
3227.0,0,106,FROM_STORAGE,129642.06
3227.0,0,106,FROM_CONSTANT_HEAD,28708.66
3227.0,0,106,FROM_DRAINS,0.0
3227.0,0,106,FROM_RECHARGE,414072.56
3227.0,0,106,FROM_ZONE_0,0.0
3227.0,0,106,FROM_ZONE_1,0.0
3227.0,0,106,TOTAL_IN,572423.25
3227.0,0,106,TO_STORAGE,1108.2375
3227.0,0,106,TO_CONSTANT_HEAD,0.0
3227.0,0,106,TO_DRAINS,163549.25
3227.0,0,106,TO_RECHARGE,0.0
3227.0,0,106,TO_ZONE_0,0.0
3227.0,0,106,TO_ZONE_1,0.0
3227.0,0,106,TOTAL_OUT,164657.48
3227.0,0,106,IN-OUT,407765.75
3227.0,0,106,PERCENT_DISCREPANCY,110.64344
3257.0,0,107,FROM_STORAGE,128925.1
3257.0,0,107,FROM_CONSTANT_HEAD,28702.303
3257.0,0,107,FROM_DRAINS,0.0
3257.0,0,107,FROM_RECHARGE,414072.56
3257.0,0,107,FROM_ZONE_0,0.0
3257.0,0,107,FROM_ZONE_1,0.0
3257.0,0,107,TOTAL_IN,571700.0
3257.0,0,107,TO_STORAGE,1005.75085
3257.0,0,107,TO_CONSTANT_HEAD,0.0
3257.0,0,107,TO_DRAINS,162931.48
3257.0,0,107,TO_RECHARGE,0.0
3257.0,0,107,TO_ZONE_0,0.0
3257.0,0,107,TO_ZONE_1,0.0
3257.0,0,107,TOTAL_OUT,163937.23
3257.0,0,107,IN-OUT,407762.75
3257.0,0,107,PERCENT_DISCREPANCY,110.85973
3288.0,0,108,FROM_STORAGE,128240.305
3288.0,0,108,FROM_CONSTANT_HEAD,28696.352
3288.0,0,108,FROM_DRAINS,0.0
3288.0,0,108,FROM_RECHARGE,414072.56
3288.0,0,108,FROM_ZONE_0,0.0
3288.0,0,108,FROM_ZONE_1,0.0
3288.0,0,108,TOTAL_IN,571009.25
3288.0,0,108,TO_STORAGE,911.1056
3288.0,0,108,TO_CONSTANT_HEAD,0.0
3288.0,0,108,TO_DRAINS,162338.25
3288.0,0,108,TO_RECHARGE,0.0
3288.0,0,108,TO_ZONE_0,0.0
3288.0,0,108,TO_ZONE_1,0.0
3288.0,0,108,TOTAL_OUT,163249.36
3288.0,0,108,IN-OUT,407759.88
3288.0,0,108,PERCENT_DISCREPANCY,111.0671
3319.0,0,109,FROM_STORAGE,49014.91
3319.0,0,109,FROM_CONSTANT_HEAD,28257.887
3319.0,0,109,FROM_DRAINS,0.0
3319.0,0,109,FROM_RECHARGE,452183.28
3319.0,0,109,FROM_ZONE_0,0.0
3319.0,0,109,FROM_ZONE_1,0.0
3319.0,0,109,TOTAL_IN,529456.06
3319.0,0,109,TO_STORAGE,50866.664
3319.0,0,109,TO_CONSTANT_HEAD,0.0
3319.0,0,109,TO_DRAINS,168921.73
3319.0,0,109,TO_RECHARGE,0.0
3319.0,0,109,TO_ZONE_0,0.0
3319.0,0,109,TO_ZONE_1,0.0
3319.0,0,109,TOTAL_OUT,219788.4
3319.0,0,109,IN-OUT,309667.66
3319.0,0,109,PERCENT_DISCREPANCY,82.66131
3347.0,0,110,FROM_STORAGE,43556.53
3347.0,0,110,FROM_CONSTANT_HEAD,28055.508
3347.0,0,110,FROM_DRAINS,0.0
3347.0,0,110,FROM_RECHARGE,452183.28
3347.0,0,110,FROM_ZONE_0,0.0
3347.0,0,110,FROM_ZONE_1,0.0
3347.0,0,110,TOTAL_IN,523795.3
3347.0,0,110,TO_STORAGE,41506.477
3347.0,0,110,TO_CONSTANT_HEAD,0.0
3347.0,0,110,TO_DRAINS,172585.72
3347.0,0,110,TO_RECHARGE,0.0
3347.0,0,110,TO_ZONE_0,0.0
3347.0,0,110,TO_ZONE_1,0.0
3347.0,0,110,TOTAL_OUT,214092.19
3347.0,0,110,IN-OUT,309703.12
3347.0,0,110,PERCENT_DISCREPANCY,83.943184
3378.0,0,111,FROM_STORAGE,41680.555
3378.0,0,111,FROM_CONSTANT_HEAD,27931.084
3378.0,0,111,FROM_DRAINS,0.0
3378.0,0,111,FROM_RECHARGE,452183.28
3378.0,0,111,FROM_ZONE_0,0.0
3378.0,0,111,FROM_ZONE_1,0.0
3378.0,0,111,TOTAL_IN,521794.94
3378.0,0,111,TO_STORAGE,36516.918
3378.0,0,111,TO_CONSTANT_HEAD,0.0
3378.0,0,111,TO_DRAINS,175556.81
3378.0,0,111,TO_RECHARGE,0.0
3378.0,0,111,TO_ZONE_0,0.0
3378.0,0,111,TO_ZONE_1,0.0
3378.0,0,111,TOTAL_OUT,212073.73
3378.0,0,111,IN-OUT,309721.2
3378.0,0,111,PERCENT_DISCREPANCY,84.40779
3408.0,0,112,FROM_STORAGE,40719.863
3408.0,0,112,FROM_CONSTANT_HEAD,27856.84
3408.0,0,112,FROM_DRAINS,0.0
3408.0,0,112,FROM_RECHARGE,452183.28
3408.0,0,112,FROM_ZONE_0,0.0
3408.0,0,112,FROM_ZONE_1,0.0
3408.0,0,112,TOTAL_IN,520760.0
3408.0,0,112,TO_STORAGE,33190.2
3408.0,0,112,TO_CONSTANT_HEAD,0.0
3408.0,0,112,TO_DRAINS,177840.06
3408.0,0,112,TO_RECHARGE,0.0
3408.0,0,112,TO_ZONE_0,0.0
3408.0,0,112,TO_ZONE_1,0.0
3408.0,0,112,TOTAL_OUT,211030.27
3408.0,0,112,IN-OUT,309729.75
3408.0,0,112,PERCENT_DISCREPANCY,84.64987
3439.0,0,113,FROM_STORAGE,40024.98
3439.0,0,113,FROM_CONSTANT_HEAD,27805.758
3439.0,0,113,FROM_DRAINS,0.0
3439.0,0,113,FROM_RECHARGE,452183.28
3439.0,0,113,FROM_ZONE_0,0.0
3439.0,0,113,FROM_ZONE_1,0.0
3439.0,0,113,TOTAL_IN,520014.0
3439.0,0,113,TO_STORAGE,30471.383
3439.0,0,113,TO_CONSTANT_HEAD,0.0
3439.0,0,113,TO_DRAINS,179808.75
3439.0,0,113,TO_RECHARGE,0.0
3439.0,0,113,TO_ZONE_0,0.0
3439.0,0,113,TO_ZONE_1,0.0
3439.0,0,113,TOTAL_OUT,210280.12
3439.0,0,113,IN-OUT,309733.88
3439.0,0,113,PERCENT_DISCREPANCY,84.82442
3469.0,0,114,FROM_STORAGE,39498.18
3469.0,0,114,FROM_CONSTANT_HEAD,27769.613
3469.0,0,114,FROM_DRAINS,0.0
3469.0,0,114,FROM_RECHARGE,452183.28
3469.0,0,114,FROM_ZONE_0,0.0
3469.0,0,114,FROM_ZONE_1,0.0
3469.0,0,114,TOTAL_IN,519451.06
3469.0,0,114,TO_STORAGE,28293.885
3469.0,0,114,TO_CONSTANT_HEAD,0.0
3469.0,0,114,TO_DRAINS,181421.45
3469.0,0,114,TO_RECHARGE,0.0
3469.0,0,114,TO_ZONE_0,0.0
3469.0,0,114,TO_ZONE_1,0.0
3469.0,0,114,TOTAL_OUT,209715.34
3469.0,0,114,IN-OUT,309735.72
3469.0,0,114,PERCENT_DISCREPANCY,84.956116
3500.0,0,115,FROM_STORAGE,39056.35
3500.0,0,115,FROM_CONSTANT_HEAD,27740.422
3500.0,0,115,FROM_DRAINS,0.0
3500.0,0,115,FROM_RECHARGE,452183.28
3500.0,0,115,FROM_ZONE_0,0.0
3500.0,0,115,FROM_ZONE_1,0.0
3500.0,0,115,TOTAL_IN,518980.06
3500.0,0,115,TO_STORAGE,26354.83
3500.0,0,115,TO_CONSTANT_HEAD,0.0
3500.0,0,115,TO_DRAINS,182888.69
3500.0,0,115,TO_RECHARGE,0.0
3500.0,0,115,TO_ZONE_0,0.0
3500.0,0,115,TO_ZONE_1,0.0
3500.0,0,115,TOTAL_OUT,209243.52
3500.0,0,115,IN-OUT,309736.56
3500.0,0,115,PERCENT_DISCREPANCY,85.06634
3531.0,0,116,FROM_STORAGE,38688.582
3531.0,0,116,FROM_CONSTANT_HEAD,27716.209
3531.0,0,116,FROM_DRAINS,0.0
3531.0,0,116,FROM_RECHARGE,452183.28
3531.0,0,116,FROM_ZONE_0,0.0
3531.0,0,116,FROM_ZONE_1,0.0
3531.0,0,116,TOTAL_IN,518588.06
3531.0,0,116,TO_STORAGE,24691.773
3531.0,0,116,TO_CONSTANT_HEAD,0.0
3531.0,0,116,TO_DRAINS,184159.69
3531.0,0,116,TO_RECHARGE,0.0
3531.0,0,116,TO_ZONE_0,0.0
3531.0,0,116,TO_ZONE_1,0.0
3531.0,0,116,TOTAL_OUT,208851.47
3531.0,0,116,IN-OUT,309736.6
3531.0,0,116,PERCENT_DISCREPANCY,85.158035
3561.0,0,117,FROM_STORAGE,38387.43
3561.0,0,117,FROM_CONSTANT_HEAD,27695.91
3561.0,0,117,FROM_DRAINS,0.0
3561.0,0,117,FROM_RECHARGE,452183.28
3561.0,0,117,FROM_ZONE_0,0.0
3561.0,0,117,FROM_ZONE_1,0.0
3561.0,0,117,TOTAL_IN,518266.62
3561.0,0,117,TO_STORAGE,23076.824
3561.0,0,117,TO_CONSTANT_HEAD,0.0
3561.0,0,117,TO_DRAINS,185453.62
3561.0,0,117,TO_RECHARGE,0.0
3561.0,0,117,TO_ZONE_0,0.0
3561.0,0,117,TO_ZONE_1,0.0
3561.0,0,117,TOTAL_OUT,208530.45
3561.0,0,117,IN-OUT,309736.2
3561.0,0,117,PERCENT_DISCREPANCY,85.23319
3592.0,0,118,FROM_STORAGE,38118.6
3592.0,0,118,FROM_CONSTANT_HEAD,27677.543
3592.0,0,118,FROM_DRAINS,0.0
3592.0,0,118,FROM_RECHARGE,452183.28
3592.0,0,118,FROM_ZONE_0,0.0
3592.0,0,118,FROM_ZONE_1,0.0
3592.0,0,118,TOTAL_IN,517979.44
3592.0,0,118,TO_STORAGE,21413.85
3592.0,0,118,TO_CONSTANT_HEAD,0.0
3592.0,0,118,TO_DRAINS,186829.72
3592.0,0,118,TO_RECHARGE,0.0
3592.0,0,118,TO_ZONE_0,0.0
3592.0,0,118,TO_ZONE_1,0.0
3592.0,0,118,TOTAL_OUT,208243.56
3592.0,0,118,IN-OUT,309735.88
3592.0,0,118,PERCENT_DISCREPANCY,85.30049
3622.0,0,119,FROM_STORAGE,37888.945
3622.0,0,119,FROM_CONSTANT_HEAD,27661.969
3622.0,0,119,FROM_DRAINS,0.0
3622.0,0,119,FROM_RECHARGE,452183.28
3622.0,0,119,FROM_ZONE_0,0.0
3622.0,0,119,FROM_ZONE_1,0.0
3622.0,0,119,TOTAL_IN,517734.2
3622.0,0,119,TO_STORAGE,20029.377
3622.0,0,119,TO_CONSTANT_HEAD,0.0
3622.0,0,119,TO_DRAINS,187969.55
3622.0,0,119,TO_RECHARGE,0.0
3622.0,0,119,TO_ZONE_0,0.0
3622.0,0,119,TO_ZONE_1,0.0
3622.0,0,119,TOTAL_OUT,207998.92
3622.0,0,119,IN-OUT,309735.25
3622.0,0,119,PERCENT_DISCREPANCY,85.35789
3653.0,0,120,FROM_STORAGE,37679.473
3653.0,0,120,FROM_CONSTANT_HEAD,27648.066
3653.0,0,120,FROM_DRAINS,0.0
3653.0,0,120,FROM_RECHARGE,452183.28
3653.0,0,120,FROM_ZONE_0,0.0
3653.0,0,120,FROM_ZONE_1,0.0
3653.0,0,120,TOTAL_IN,517510.8
3653.0,0,120,TO_STORAGE,18813.16
3653.0,0,120,TO_CONSTANT_HEAD,0.0
3653.0,0,120,TO_DRAINS,188962.97
3653.0,0,120,TO_RECHARGE,0.0
3653.0,0,120,TO_ZONE_0,0.0
3653.0,0,120,TO_ZONE_1,0.0
3653.0,0,120,TOTAL_OUT,207776.12
3653.0,0,120,IN-OUT,309734.7
3653.0,0,120,PERCENT_DISCREPANCY,85.41025
3684.0,0,121,FROM_STORAGE,11376.93
3684.0,0,121,FROM_CONSTANT_HEAD,27446.074
3684.0,0,121,FROM_DRAINS,0.0
3684.0,0,121,FROM_RECHARGE,561505.9
3684.0,0,121,FROM_ZONE_0,0.0
3684.0,0,121,FROM_ZONE_1,0.0
3684.0,0,121,TOTAL_IN,600328.9
3684.0,0,121,TO_STORAGE,107770.12
3684.0,0,121,TO_CONSTANT_HEAD,0.0
3684.0,0,121,TO_DRAINS,198354.11
3684.0,0,121,TO_RECHARGE,0.0
3684.0,0,121,TO_ZONE_0,0.0
3684.0,0,121,TO_ZONE_1,0.0
3684.0,0,121,TOTAL_OUT,306124.22
3684.0,0,121,IN-OUT,294204.66
3684.0,0,121,PERCENT_DISCREPANCY,64.913376
3712.0,0,122,FROM_STORAGE,10374.457
3712.0,0,122,FROM_CONSTANT_HEAD,27349.477
3712.0,0,122,FROM_DRAINS,0.0
3712.0,0,122,FROM_RECHARGE,561505.9
3712.0,0,122,FROM_ZONE_0,0.0
3712.0,0,122,FROM_ZONE_1,0.0
3712.0,0,122,TOTAL_IN,599229.8
3712.0,0,122,TO_STORAGE,99896.68
3712.0,0,122,TO_CONSTANT_HEAD,0.0
3712.0,0,122,TO_DRAINS,205130.53
3712.0,0,122,TO_RECHARGE,0.0
3712.0,0,122,TO_ZONE_0,0.0
3712.0,0,122,TO_ZONE_1,0.0
3712.0,0,122,TOTAL_OUT,305027.22
3712.0,0,122,IN-OUT,294202.6
3712.0,0,122,PERCENT_DISCREPANCY,65.07057
3743.0,0,123,FROM_STORAGE,9590.261
3743.0,0,123,FROM_CONSTANT_HEAD,27275.863
3743.0,0,123,FROM_DRAINS,0.0
3743.0,0,123,FROM_RECHARGE,561505.9
3743.0,0,123,FROM_ZONE_0,0.0
3743.0,0,123,FROM_ZONE_1,0.0
3743.0,0,123,TOTAL_IN,598372.0
3743.0,0,123,TO_STORAGE,92636.94
3743.0,0,123,TO_CONSTANT_HEAD,0.0
3743.0,0,123,TO_DRAINS,211533.56
3743.0,0,123,TO_RECHARGE,0.0
3743.0,0,123,TO_ZONE_0,0.0
3743.0,0,123,TO_ZONE_1,0.0
3743.0,0,123,TOTAL_OUT,304170.5
3743.0,0,123,IN-OUT,294201.5
3743.0,0,123,PERCENT_DISCREPANCY,65.19394
3773.0,0,124,FROM_STORAGE,9009.127
3773.0,0,124,FROM_CONSTANT_HEAD,27219.965
3773.0,0,124,FROM_DRAINS,0.0
3773.0,0,124,FROM_RECHARGE,561505.9
3773.0,0,124,FROM_ZONE_0,0.0
3773.0,0,124,FROM_ZONE_1,0.0
3773.0,0,124,TOTAL_IN,597735.0
3773.0,0,124,TO_STORAGE,86761.5
3773.0,0,124,TO_CONSTANT_HEAD,0.0
3773.0,0,124,TO_DRAINS,216772.44
3773.0,0,124,TO_RECHARGE,0.0
3773.0,0,124,TO_ZONE_0,0.0
3773.0,0,124,TO_ZONE_1,0.0
3773.0,0,124,TOTAL_OUT,303533.94
3773.0,0,124,IN-OUT,294201.06
3773.0,0,124,PERCENT_DISCREPANCY,65.285965
3804.0,0,125,FROM_STORAGE,8536.447
3804.0,0,125,FROM_CONSTANT_HEAD,27171.918
3804.0,0,125,FROM_DRAINS,0.0
3804.0,0,125,FROM_RECHARGE,561505.9
3804.0,0,125,FROM_ZONE_0,0.0
3804.0,0,125,FROM_ZONE_1,0.0
3804.0,0,125,TOTAL_IN,597214.25
3804.0,0,125,TO_STORAGE,81760.125
3804.0,0,125,TO_CONSTANT_HEAD,0.0
3804.0,0,125,TO_DRAINS,221253.25
3804.0,0,125,TO_RECHARGE,0.0
3804.0,0,125,TO_ZONE_0,0.0
3804.0,0,125,TO_ZONE_1,0.0
3804.0,0,125,TOTAL_OUT,303013.38
3804.0,0,125,IN-OUT,294200.88
3804.0,0,125,PERCENT_DISCREPANCY,65.36144
3834.0,0,126,FROM_STORAGE,8161.3086
3834.0,0,126,FROM_CONSTANT_HEAD,27131.604
3834.0,0,126,FROM_DRAINS,0.0
3834.0,0,126,FROM_RECHARGE,561505.9
3834.0,0,126,FROM_ZONE_0,0.0
